key_value	cited	unit	japanese	eng1	eng2	eng3
EX15U01S057	1	1	彼女は毎朝公園をのんびり散歩する。	She takes a stroll around the park every morning.		
EX15U01S058	1	1	彼らは自分の意見を曲げないことで悪名高い。	They are notorious for being inflexible in their opinions.		
EX15U01S059	1	1	私たちは、ヘッドフォンから出る音の質を高めることができた。	We could enhance the quality of sound produced by our headphones.		
EX15U01S060	1	1	このマークは食品が有機農法で生産されたことを示している。	This mark signifies that the food was grown organically.		
EX15U01S061	1	1	混雑する夕食の時間帯、そのレストランはいつも大忙しになる。	The restaurant always becomes hectic during the dinner rush.		
EX15U01S062	1	1	彼にはパリ旅行の鮮やかな記憶がある。	He has vivid memories of his trip to Paris.		
EX15U01S063	1	1	ありがたいことに、ハリケーンのあとも建物の骨組みは無傷のままだった。	"Thankfully, the main structure remained intact after the hurricane."		
EX15U01S064	1	1	学生たちはあらゆる校則に従わなければならない。	Students must conform to all school rules.		
EX15U01S065	1	1	風が吹いてその橋は揺れた。	The bridge swayed with the force of the wind.		
EX15U01S066	1	1	弁護士は次のアポイントメントの前に慌ただしい昼食を取った。	The lawyer took a hasty lunch before his next appointment.		
EX15U01S067	1	1	彼らは勤務シフトごとにチーム内で職務を交替している。	They rotate duties within the team each work shift.		
EX15U01S068	1	1	体操競技会での彼女の勝利は決定的だった。	Her victory in the gymnastics competition was decisive.		
EX15U01S069	1	1	そんなささいなミスに、そんなに怒らないでください。	You shouldn't get so upset over such a trivial error.		
EX15U01S070	1	1	上司はもう何時間も会議に拘束されている。	The boss has been detained in meetings for hours.		
EX15U01S071	1	1	彼女は幼いころ、どう猛な犬に襲われた。	She was attacked by a vicious dog as a small child.		
EX15U01S072	1	1	惑星は太陽の周りをそれぞれ異なる速度で回っている。	The planets revolve around the sun at different speeds.		
EX15U01S073	1	1	彼女は校長室に呼び出された。	She was summoned to the principal's office.		
EX15U01S074	1	1	彼は腐敗した政治家と闘うことを目指した。	He made it his goal to fight against corrupt politicians.		
EX15U01S075	1	1	彼は、ハワイへの移住は自発的な判断だと言った。	He said that moving to Hawaii was a spontaneous decision.		
EX15U01S076	1	1	そのパンを出しっぱなしにしておいたら、パサパサになるよ。	"If you leave that bread out, it will go stale."		
EX15U01S077	1	1	アメリカは 1776年にイギリスからの独立を宣言した。	The US proclaimed its independence from Great Britain in 1776.		
EX15U01S078	1	1	シンディーは初恋の思い出を大事にしている。	Cindy cherishes her memories of her first love.		
EX15U01S079	1	1	彼の物語はすべて架空の世界が舞台だ。	His stories are all set in a fictitious world.		
EX15U01S080	1	1	彼はそんなに軽率な判断をしたことをあとになって悔やんだ。	He later regretted making such a rash decision.		
EX15U01S081	1	1	湖の周りの風景はとても穏やかで美しかった。	The scenery around the lake was quite serene and beautiful.		
EX15U01S082	1	1	誘拐犯は彼の解放と引き換えに高額の身代金を要求した。	The kidnapper demanded a high ransom for his release.		
EX15U01S083	1	1	彼はたくさんの面白い冗談や気の利いた文句を言い続けた。	He kept making a lot of funny jokes and witty remarks.		
EX15U01S084	1	1	太陽の熱で雪が解けた。	The snow thawed in the heat of the sun.		
EX15U01S085	1	1	その植物には十分な水が与えられていないようだ。	It looks like the plant has not been getting adequate water.		
EX15U01S086	1	1	未成年者へのアルコールの販売は、ほとんどの国で禁止されている。	The sale of alcohol to minors is prohibited in most countries.		
EX15U01S087	1	1	資金不足はそのプロジェクトにとって大きな障害だ。	A lack of funding is a huge obstacle to the project.		
EX15U01S088	1	1	一定期間の兵役が義務付けられている国もある。	A period of military service is mandatory in some countries.		
EX15U01S089	1	1	栄養のある朝食は、1日の重要なスタートだ。	A nutritious breakfast is an important start to the day.		
EX15U01S090	1	1	製品を改良するための彼女のアイデアは、いつも非現実的だ。	Her ideas to improve our products are always impractical.		
EX15U01S091	1	1	あなたはこのプロジェクトの成功について楽観的すぎる。	You are too optimistic about the success of this project.		
EX15U01S092	1	1	社外の人は、当社の製品について新鮮な視点を与えてくれる。	People from outside of the company can give us a fresh perspective on our products.		
EX15U01S093	1	1	大統領はいくつかの難題に取り組むことを約束した。	The president promised to tackle several tough issues.		
EX15U01S094	1	1	奨学金は、実績と必要性に基づいて与えられる。	Scholarships will be awarded based on merit and need.		
EX15U01S095	1	1	悪天候のため車の流れが止まった。	Traffic halted due to the poor weather conditions.		
EX15U01S096	1	1	日本では多くの場所が世界遺産に指定されている。	Many places have been designated as World Heritage Sites in Japan.		
EX15U01S097	1	1	私たちが何もしなければ、会社は倒産するだろう。	"If we do not do something, the company will go bankrupt."		
EX15U01S098	1	1	この森は豊富な淡水に恵まれている。	There is an abundant supply of fresh water in this forest.		
EX15U01S099	1	1	批評家たちは彼女の素晴らしい演技を称賛した。	Critics praised her for her exceptional performance.		
EX15U01S100	1	1	こんな複雑なシステムに新しいソフトを統合するのは困難だ。	It is difficult to integrate new software into a system this complicated.		
EX15U01S101	1	1	彼女は車の損傷を査定するために整備士を雇った。	She hired a mechanic to assess the damage to the vehicle.		
EX15U01S102	1	1	反乱軍は国境沿いの町を襲撃している。	The rebels are raiding towns located along the border.		
EX15U01S103	1	1	同僚たちは彼が会社を移ったことで裏切られたと感じた。	His coworkers felt that he had betrayed them by switching companies.		
EX15U01S104	1	1	飛行機は、長距離を飛ぶときには高い高度で飛行する。	Airplanes fly at a high altitude when flying for long distances.		
EX15U01S105	1	1	高い人件費を相殺するために、従業員の労働時間が減らされた。	They reduced employee hours to offset the high costs of labor.		
EX15U01S106	1	1	増税後、瞬く間に不満が国中に広がった。	Discontent spread quickly throughout the country after the tax increase.		
EX15U01S107	1	1	現在のわが社の部門間の通信システムは効率が悪い。	Our current system for communication between departments is inefficient.		
EX15U01S108	1	1	法案はすべて上院において全会一致で可決された。	All the bills were passed in the Senate unanimously.		
EX15U01S109	1	1	彼女がこの名誉ある賞を受けるのはこれで3度目だ。	This is her third time winning this prestigious award.		
EX15U01S110	1	1	オーブンが壊れるなど、彼女は夕食の準備で多くの困難に遭遇した。	"She ran into many complications preparing dinner, such as the oven breaking."		
EX15U01S111	1	1	その工場の開設は、その町の歴史における画期的な出来事だった。	The opening of the factory was a milestone in the town's history.		
EX15U01S112	1	1	あの番組で描かれている人々は、すべて歴史上の人物だ。	The people portrayed on that show are all historical figures.		
EX15U01S113	1	1	幸いにも、幹線道路での事故で死者は出なかった。	"Thankfully, there were no fatalities in the accident on the highway."		
EX15U01S114	1	1	そのオファーは魅力的だったが、彼は今の仕事を続けることにした。	"The offer was tempting, but he decided to keep his current job."		
EX15U01S115	1	1	先週、数人の受刑者が刑務所から脱走した。	Several inmates escaped from the prison last week.		
EX15U01S116	1	1	道路工事のため、彼は迂回しなければならなかった。	He had to take a detour because of the road construction.		
EX15U01S117	1	1	教授は自身の研究に打ち込んでいる。	The professor is dedicated to his research.		
EX15U01S118	1	1	その博物館には、多くの古代の遺物が保管されている。	Many ancient relics are kept in the museum.		
EX15U01S119	1	1	ここでは、中学校卒業まで義務教育だ。	Education is compulsory until the end of junior high school here.		
EX15U01S120	1	1	特に夏場は脱水症状に気をつけなければならない。	"You must be careful of dehydration, especially in the summer."		
EX15U02S001	1	2	軍隊はその地域を敵軍から解放した。	The army liberated the area from enemy forces.		
EX15U02S002	1	2	エベレスト登山は、危険な旅だと考えられている。	Climbing Mount Everest is considered to be a perilous journey.		
EX15U02S003	1	2	彼女は、過去の科学者についての伝記小説でいくつかの賞を受賞した。	She won some awards for her biographical novels about past scientists.		
EX15U02S004	1	2	靴がとても汚れていたので、彼は車に乗る前に脱いだ。	"His shoes were filthy, so he took them off before getting in the car."		
EX15U02S005	1	2	両者が合意に達するのに何か月もかかった。	It took months for the two parties to reach an accord.		
EX15U02S006	1	2	あなたが当社と締結した契約には拘束力があります。	The contract you signed with us is binding.		
EX15U02S007	1	2	災害時は係員の指示に従ってください。	"In the case of a disaster, please comply with staff instructions."		
EX15U02S008	1	2	彼は自分の本がベストセラーリストに載ってあぜんとした。	He was stunned that his book got on the bestseller list.		
EX15U02S009	1	2	彼女は免許を失効してしまったので、現在それは無効だ。	"She let her license expire, so it is now invalid."		
EX15U02S010	1	2	この警報機は、侵入者が入ってきた場合に反応するように設計されている。	This security alarm is designed to react if any intruders enter.		
EX15U02S011	1	2	その会社の新ブランドが昨夜発表された。	The company's new product line was unveiled last night.		
EX15U02S012	1	2	部長は社内のさまざまな規則について退屈な話をした。	The manager gave a tedious speech about various rules in the office.		
EX15U02S013	1	2	その講師は質疑応答の時間に多くの点を明らかにした。	The lecturer clarified many points during a question and answer session.		
EX15U02S014	1	2	その団体は、ボランティア全員の努力を称賛した。	The organization commended the efforts of all of their volunteers.		
EX15U02S015	1	2	彼は庭の昆虫に興味をそそられた。	He was intrigued by the insects in his garden.		
EX15U02S016	1	2	水がなければ、ほとんどの植物はしおれ、ゆっくりと枯れていく。	"Without water, most plants will wither and slowly die."		
EX15U02S017	1	2	その怒った男は警察官の一団によって連行されていった。	The angry man was escorted away by a group of police officers.		
EX15U02S018	1	2	きれいな水の不足は、たくさんの人が死ぬ可能性があることを意味する。	The scarcity of clean water means that many people may die.		
EX15U02S019	1	2	プリ博士は手術室での正確さで知られている。	Dr. Puri is known for his precision in the operating room.		
EX15U02S020	1	2	彼女は遅刻しそうだったので、食事をかき込んだ。	She gulped her food because she was running late.		
EX15U02S021	1	2	警察は数時間にわたって最重要容疑者を尋問した。	The police interrogated their main suspect for several hours.		
EX15U02S022	1	2	実際はどれほど怒っていたにせよ、彼は冷静なままでいた。	"He remained composed, despite how angry he actually felt."		
EX15U02S023	1	2	すべての人が天職を見つけることができるわけではない。	Not all people are able to find their vocation.		
EX15U02S024	1	2	この研究は喫煙と肺がんの相関関係を示している。	This study shows a correlation between smoking and lung cancer.		
EX15U02S025	1	2	タイプライターは、コンピュータの発明によって時代遅れになった	Typewriters became obsolete due to the invention of computers.		
EX15U02S026	1	2	広告はその薬を飲むと減量できるとうたっていたが、彼女は懐疑的だった。	"The ad claimed that the pill resulted in weight loss, but she was skeptical."		
EX15U02S027	1	2	多くの人が知らず知らずのうちに、ソーシャルメディア上に自分の個人情報をさらしている。	Many people unwittingly expose their private information on social media.		
EX15U02S028	1	2	その名作小説の簡約版が2年前に出版された。	An abridged version of the classic novel was published two years ago.		
EX15U02S029	1	2	彼女はダイエット中だったが、そのチーズケーキには抗いがたかった。	"Although she was on a diet, the cheesecake was irresistible."		
EX15U02S030	1	2	インターネットのおかげで、今や通信ははるかに簡単になった。	Correspondence is now much easier because of the Internet.		
EX15U02S031	1	2	彼女は自分が有名な女優になる運命だと感じていた。	She felt that she was destined to become a famous actress.		
EX15U02S032	1	2	水と日光不足で花が枯れた。	The flowers perished due to the lack of water and sunlight.		
EX15U02S033	1	2	彼女のジムの会員権は来月末で有効期限が切れる。	Her gym membership will expire at the end of next month.		
EX15U02S034	1	2	彼らの家はその地区としてはとても広いと考えられている。	Their home is considered very spacious for the neighborhood.		
EX15U02S035	1	2	その病気は、蚊を媒介して豚からヒトに伝染する。	The disease is transmitted by mosquitoes from pigs to humans.		
EX15U02S036	1	2	彼女は自伝を書くのにいくつかの困難にぶつかった。	She encountered a number of difficulties writing her autobiography.		
EX15U02S037	1	2	この場合、従来の調査方法は役に立たない。	Conventional research methods are not useful in this case.		
EX15U02S038	1	2	彼らは最近、美しい家を借りる2年間の賃貸借契約を結んだ。	They recently signed a two-year lease for a beautiful house.		
EX15U02S039	1	2	私たちは社会の分断を軽減するために努力しなければならない。	We must work hard to reduce divisions in society.		
EX15U02S040	1	2	関節にかかる負担があなたの痛みを引き起こしている。	The strain on your joints is causing your pain.		
EX15U02S041	1	2	その2つのプロジェクトは、同じ組織によって運営されている。	The two projects are administered by the same organization.		
EX15U02S042	1	2	テスト結果はメールで通知されます。	You will be notified about your test results via email.		
EX15U02S043	1	2	春に球根を移植する必要がある。	You need to transplant the bulbs in spring.		
EX15U02S044	1	2	その職には、フランス語の知識を証明する書類が必要です。	A document certifying your knowledge of French is required for the position.		
EX15U02S045	1	2	あなたが正しいという仮定に基づき、私たちは迅速に行動しなければならない。	"Based on the assumption that you are right, we must move quickly."		
EX15U02S046	1	2	彼女のコメントは、クラスからの否定的な反応を引き起こした。	Her comments provoked a negative reaction from the class.		
EX15U02S047	1	2	その国の識字率は90パーセントを超えている。	Rates of literacy in the country are over 90 percent.		
EX15U02S048	1	2	軍は敵を退却させることに成功した。	The army successfully forced their enemy to retreat.		
EX15U02S049	1	2	その新しいソーシャルメディアプラットフォームの目新しさはすぐに薄れた。	The novelty of the new social media platform quickly wore off.		
EX15U02S050	1	2	当社のオンラインショップでは限定商品を購入することができます。	You can purchase exclusive goods from our online shop.		
EX15U02S051	1	2	その女の子は、先生の動作をまねして叱られた。	The girl got in trouble for mimicking her teacher's actions.		
EX15U02S052	1	2	彼は外出が許されなかったことに憤慨した。	He resented the fact that he was not allowed to go out.		
EX15U02S053	1	2	マイノリティに対する偏見は、今日でも問題となっている。	Prejudice toward minority groups continues to be a problem today.		
EX15U02S054	1	2	彼女は南米でボランティアをする機会をつかんだ。	She seized the opportunity to volunteer in South America.		
EX15U02S055	1	2	古代エジプトの人々は統治者を神なるものと考えていた。	The people of ancient Egypt considered their rulers to be divine.		
EX15U02S056	1	2	私たちは、多くの果物や野菜を取り入れた健康的な食事をお薦めします。	We recommend a healthy diet that incorporates lots of fruits and vegetables.		
EX15U02S057	1	2	その新作映画の売上はあらゆる予想を上回っている。	The new movie sales have surpassed all expectations.		
EX15U02S058	1	2	彼女は退屈するといつも、買い物に行きたい衝動に駆られる。	"Whenever she is bored, she has an impulse to go shopping."		
EX15U02S059	1	2	そのグループは、それらの法律が男性に有利なように偏っていると抗議している。	The group is complaining that the laws are biased toward men.		
EX15U02S060	1	2	かつて巨大な湖だったその地域は、今は不毛の砂漠だ。	"Once a huge lake, the area is now a barren desert."		
EX15U02S061	1	2	地震はその地域に多くの被害を与えた。	The earthquake inflicted a lot of damage on the region.		
EX15U02S062	1	2	その国の政府は、経済封鎖を解除することを決定した。	The government of the country decided to lift the economic blockade.		
EX15U02S063	1	2	女性はハンドバッグを胸にしっかりと抱えた。	The woman clutched her purse tightly to her chest.		
EX15U02S064	1	2	野生動物の保護区は、動物が利用するために保護された区域だ。	A wildlife refuge is an area protected for use by animals.		
EX15U02S065	1	2	男性は、仕事でいくつか大きなミスをして、降格された。	The man was demoted after making several large mistakes at work.		
EX15U02S066	1	2	その部屋には、香りのよい花の花束がいくつか飾られていた。	The room was decorated with several bouquets of fragrant flowers.		
EX15U02S067	1	2	私はパーティーで地元の名士と談笑した。	I mingled with local celebrities at the party.		
EX15U02S068	1	2	彼は芸術家気質で、日常的な仕事をしていると集中力が続かない。	"He has an artistic temperament, and it is hard for him to stay focused doing routine work."		
EX15U02S069	1	2	彼女は頑固で人の話を聞こうとしない。	She is stubborn and refuses to listen to others.		
EX15U02S070	1	2	国中の人々が、ニュースで話の展開を見守った。	People all over the country watched the story unfold on the news.		
EX15U02S071	1	2	制服について新しい方針を策定するべき時だ。	It is time to formulate a new policy regarding uniforms.		
EX15U02S072	1	2	その美術館は、豊富な現代美術のコレクションを誇っている。	The museum boasts an extensive contemporary art collection.		
EX15U02S073	1	2	作文の教師は、彼の小論文にいくつかの冗長な表現があると指摘した。	The writing teacher pointed out several redundant phrases in his essay.		
EX15U02S074	1	2	木々に遮られて彼は海が見えなかった。	The trees obstructed his view of the ocean.		
EX15U02S075	1	2	参加するには、親または保護者の許可が必要です。	You need permission from a parent or guardian to join.		
EX15U02S076	1	2	感謝の印として、このプレゼントを受け取ってください。	Please accept this gift as a token of my appreciation.		
EX15U02S077	1	2	申請書にはミドルネームを省略しても構いません。	You may simply omit your middle name from your application.		
EX15U02S078	1	2	警察は、あなたとその犯罪を結びつける決定的な証拠を持っている。	The police have conclusive evidence tying you to the crime.		
EX15U02S079	1	2	彼らは、公共の場所でも従順で落ち着いているように犬を訓練している。	They train their dogs to be obedient and relaxed even in public places.		
EX15U02S080	1	2	市内のあちこちに神聖な場所がいくつかある。	There are several sacred places throughout the city.		
EX15U02S081	1	2	陪審員の前で証言するよう求められることがある。	You may be asked to testify in front of the jury.		
EX15U02S082	1	2	われわれのマーケティングキャンペーンは、富裕層の顧客をショッピングモールに引き寄せた。	Our marketing campaign attracted affluent customers to the mall.		
EX15U02S083	1	2	政府は医療制度改革をもっと透明にするべきだ。	The government should make health care reform more transparent.		
EX15U02S084	1	2	災害後、政府は各家庭に食料を配った。	The government handed out rations to each family after the disaster.		
EX15U02S085	1	2	彼は居間に居心地のよいブックコーナーを作った。	He created a cozy book corner in his living room.		
EX15U02S086	1	2	発生した残忍な殺人に誰もが驚いた。	Everyone was surprised by the brutal murder that took place.		
EX15U02S087	1	2	彼女は当時最も独創的な作曲家と見なされていた。	She was considered the most inventive composer of her time.		
EX15U02S088	1	2	ビール祭りで働く人は、完全にしらふでいなければならない。	Workers at the beer festival must stay completely sober.		
EX15U02S089	1	2	民間の保育サービスを利用することは、裕福な家庭が利用できる特権だ。	Access to private childcare services is a privilege available to wealthy families.		
EX15U02S090	1	2	彼は私有地への不法侵入で逮捕された。	He was arrested for trespassing on private property.		
EX15U02S091	1	2	警察は葬儀の列を墓地まで護衛した。	The police escorted the funeral procession to the cemetery.		
EX15U02S092	1	2	友だちは皆、彼が少し自信過剰だと思っている。	All his friends think that he is a little vain.		
EX15U02S093	1	2	大学はその作家に名誉学位を授与した。	The university conferred an honorary degree on the author.		
EX15U02S094	1	2	少女は両親をだまして、自分が家にいると思い込ませた。	The girl deceived her parents into thinking she was home.		
EX15U02S095	1	2	CEOは、賄賂を受け取ったという疑惑と闘うために力を尽くした。	The CEO worked to fight the allegations that he was corrupt.		
EX15U02S096	1	2	本語学学校は地元の大学と提携している。	Our language school is affiliated with the local university.		
EX15U02S097	1	2	不健全な関係を長引かせるよりも、彼女と別れたほうがいいよ。	It's better to break up with her than to prolong an unhealthy relationship.		
EX15U02S098	1	2	その家の配管設備は完全なオーバーホールが必要だった。	Their plumbing needed a complete overhaul.		
EX15U02S099	1	2	修理代は、必要に応じて敷金から差し引かれます。	Repair costs will be deducted from your deposit if necessary.		
EX15U02S100	1	2	あなたの計画は実現可能かもしれないが、さらなる詳細が必要だ。	"Your plan may be feasible, but further details are required."		
EX15U02S101	1	2	裁判官は情けをかけて、その男に罰金を科しただけだった。	The judge showed mercy and only gave the man a fine.		
EX15U02S102	1	2	この国の女性は政権によって抑圧されている。	Women in the country are oppressed by the regime.		
EX15U02S103	1	2	彼は、週末に妹に猫を預けることに不安を感じていた。	He was nervous about entrusting his sister with his cat for the weekend.		
EX15U02S104	1	2	その職人はとても丈夫な家具を作る。	The craftsman makes very sturdy furniture.		
EX15U02S105	1	2	何事に対しても、いつもそんなに懐疑的な見方をするべきではないよ。	You shouldn't always take such a cynical view on everything.		
EX15U02S106	1	2	その反政府勢力は、現政府の転覆を企んでいる。	The rebel group is conspiring to overthrow the current government.		
EX15U02S107	1	2	彼はいい社員だが、ときどき頑張りすぎる。	"He is a good employee, but sometimes he exerts himself too much."		
EX15U02S108	1	2	彼女の夫はいつもスーパーに行かなければならないことについて不平を言っている。	Her husband always grumbles about having to go to the supermarket.		
EX15U02S109	1	2	その女性は窃盗で起訴された。	The woman was prosecuted for a theft.		
EX15U02S110	1	2	主任研究員は、ほかのメンバーに仕事を任せる役割を担っている。	The head researcher is in charge of delegating tasks to other members.		
EX15U02S111	1	2	私たちが近づくと、かわいそうな子猫はおびえて震えた。	The poor kitten trembled with fear when we approached it.		
EX15U02S112	1	2	彼女は常に全力を尽くす真面目な生徒だ。	She is an earnest student who always tries her best.		
EX15U02S113	1	2	彼らの話し合いはいくつかの新しいアイデアを生み出した。	Their discussion generated several new ideas.		
EX15U02S114	1	2	被害者は強盗にナイフで脅されたと主張している。	The victim claims that the robber threatened her with a knife.		
EX15U02S115	1	2	その男性からネイティブスピーカーと間違えられたことが、彼女の自信を深めた。	It was a boost to her confidence when the man mistook her for a native speaker.		
EX15U02S116	1	2	その会社は昨年、慈善団体に数百万ドルを寄付した。	The company donated several million dollars to charity last year.		
EX15U02S117	1	2	多くの科学者は鳥は恐竜から進化したと考えている。	Many scientists believe that birds evolved from dinosaurs.		
EX15U02S118	1	2	彼らはさまざまな国の人々と交流することができた。	They were able to interact with people from different countries.		
EX15U02S119	1	2	通常、この地域では大型のヤマネコが主要な捕食者だ。	Large wildcats are generally the main predator in this area.		
EX15U02S120	1	2	この工場は、毎月数千台のスマートフォンを生産する能力がある。	The factory has the capacity to produce thousands of smartphones per month.		
EX15U03S001	1	3	この映画は主流の観客をターゲットにしている。	This movie is targeting a mainstream audience.		
EX15U03S002	1	3	"このコンサートホールは、約2,000人を収容することができる。"	This concert hall can accommodate around 2000 people.		
EX15U03S003	1	3	彼女はいくつかの異なる法律分野の専門知識を持っている。	She has expertise in several different areas of law.		
EX15U03S004	1	3	この牧場では馬が自由に草を食べることができる。	The horses can graze freely at this farm.		
EX15U03S005	1	3	俳優が冗談を言うと、観客にどっと笑いが起きた。	The crowd erupted into laughter when the actor made a joke.		
EX15U03S006	1	3	この木材の塗装は、悪天候にも耐えられる。	The finish on this wood can withstand rough weather conditions.		
EX15U03S007	1	3	彼はずっと古代文明に魅了されてきた。	He has always had a fascination with ancient civilizations.		
EX15U03S008	1	3	この店の生地はすべて、繊維別に分類されている。	All fabric in this store is classified by fiber.		
EX15U03S009	1	3	彼女はジェットコースターに乗って、恐怖と興奮の間を行ったり来たりした。	She alternated between being scared and excited for the roller coaster.		
EX15U03S010	1	3	進化論は生物学にとって根本的なものだ。	The theory of evolution is fundamental to biology.		
